t,0,1,2
03/21/21 14:05:05,59.44,73.42,10.56
03/21/21 14:05:07,59.72,73.42,10.56
03/21/21 14:05:09,59.44,73.42,10.56
03/21/21 14:05:11,59.44,73.42,10.56
