t,0,1,2
03/21/21 15:02:52,59.72,73.42,10.83
03/21/21 15:02:54,59.72,73.16,11.11
03/21/21 15:02:56,59.44,73.42,10.83
03/21/21 15:02:59,59.44,73.42,10.56
03/21/21 15:03:01,59.15,72.89,10.28
03/21/21 15:03:03,Ready
03/21/21 15:03:05,5.7,311.
03/21/21 15:03:07,Edo ofgfl eced59.72,73.42,10.83
03/21/21 15:03:09,59.72,73.16,11.11
03/21/21 15:03:11,59.72,73.16,10.56
