t,0,1,2
03/21/21 14:51:09,59.44,73.42,10.83
03/21/21 14:51:11,59.72,73.42,11.11
03/21/21 14:51:13,59.72,73.16,10.83
03/21/21 14:51:15,59.72,73.42,10.56
