t,0,1,2
03/21/21 15:03:44,59.72,73.16,10.83
03/21/21 15:03:46,59.72,73.16,10.83
03/21/21 15:03:48,59.15,73.16,10.00
03/21/21 15:03:50,59.44,73.42,11.11
03/21/21 15:03:52,59.72,73.16,11.11
