t,0,1,2
03/21/21 15:01:04,59.72,73.16,11.11
03/21/21 15:01:06,59.72,73.16,10.83
03/21/21 15:01:08,59.15,73.42,11.11
03/21/21 15:01:10,59.72,73.42,11.11
