t,0,1,2
03/21/21 14:50:14,59.15,73.16,10.83
03/21/21 14:50:16,59.44,73.42,10.83
03/21/21 14:50:18,59.44,73.16,11.11
03/21/21 14:50:20,59.72,73.42,11.11
